Wine Consumption Per Capita in Montenegro,
,
Date,Liters of Pure Alcohol
2019,2.52
2018,2.56
2017,2.56
2016,2.45
2015,1.98
2014,2.09
2013,2.89
2012,2.41
2011,2.41
2010,3.22
2009,3.22
2008,2.92
2007,1.96
2006,2.87
,
Source: World Health Organization,
Curated and published by NationMaster at:,
https://www.nationmaster.com/nmx/timeseries/montenegro-wine-consumption-per-capita,
